Row,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50
FGFR4i,2.04686620566457,2.02471548205329,2.6718712209539,2.15434919843145,2.9163456796939,2.61305144554995,2.61139457678463,4.63203139483233,2.85054865220407,5.20872907847742,4.71062995075845,25.1547274645278,2.29158538751003,1.92644405468733,8.98949205276241,2.84684687752572,2.93897101835639,2.55613244078731,1.48233803719284,2.53088928670415,1.92851767140975,3.38028928996383,4.47778374939919,12.5024637479259,0.772242070087232,12.3065828607165,2.76172546060644,2.74941996705487,5.91541344980935,4.19829872726973,56.7150313933421,2.81922989539494,2.81836801987334,4.45153292132014,5.97802254535131,12.4801568535998,2.70935949108635,4.17360637831779,3.99766725560592,3.37996229250974,5.76702046947494,2.14385119573229,1.39299846074045,6.05283069023196,1.62809374248708,2.2757382422015,2.82058340441205,9.88388903274936,2.81154323489083,3.54878770384514
ERBBi,1.06747223412231,1.06193668102892,1.08559553862683,1.07166930084901,1.12540748122281,1.02659540789506,1.02681324484952,1.02414388004556,1.0868163172696,1.06536812683369,1.10431672221592,2.84841427533851,1.01755588148731,1.02922063682871,1.01753226685494,1.03654480740657,1.02782803096305,1.06354589389269,1.18713064623514,1.10876958632945,1.01748847792709,1.60547451346996,1.02394000484941,1.05838978014868,1.2249920115473,1.05728346756229,1.02072578471265,1.02145353751133,2.24769598461263,2.55510071409648,305.005233422144,4.49487539524751,2.66015721370374,1.05612870764855,1.09545178114957,1.05972981371793,1.01913392615483,1.07687287007996,1.06584987718434,1.0174906775485,1.08462837457977,1.04531050310487,1.01212441670696,1.07132870856923,1.01763536910411,1.01925790852903,1.09061809614574,1.01746876074254,1.13548136684426,1.01570612099313
Akti,0.469181381073061,0.434371372881768,0.610259114343932,0.496611945334201,0.441852163590419,0.775266780514097,0.778381277058705,1.01794259056987,0.815174971111531,0.656209678110442,0.653804507423006,1.41846210093425,1.01753628788629,0.839421235409133,0.678629699116514,0.605213744490894,0.506049788090338,0.573573944143852,0.713227292440511,0.243379529068091,1.0174775269797,0.87633744836667,0.967749801686277,0.588906349169849,1.06783075824805,0.584665277011633,0.550996140746423,0.50422913472201,1.76599198356009,1.04532682479629,0.994019034959127,2.82558841182058,1.2198504405939,0.744705085026236,0.926696938324499,0.590740342806434,0.560412826416626,0.637154943037734,0.859876212503518,0.641070135751945,0.928101278524785,0.457783468581962,0.761381428657374,0.930064319217276,1.01748018426922,1.01749015889513,0.726905181078281,0.819526583842608,0.833783574049562,0.897522823675444
PDK1i,0.46819770756426,0.433304946679105,0.599374468861809,0.495334256273391,0.442192982123091,0.774907433003752,0.778040884795591,1.01791901983055,0.814928648457885,0.652553904291214,0.653815524512872,0.782091921309235,1.01752189246231,0.743631860470398,0.678536617131615,0.609848361721939,0.498293806450348,0.573276750086824,0.713248562950509,0.241899833902957,1.01747776547409,0.766774221801449,0.967716843152988,0.585699867248574,1.01744584930553,0.58230677939307,0.551125164871844,0.504338196727503,0.860344039945182,1.05819128112173,1.31171887367629,0.980593876893028,0.77931305723658,0.746613209698441,0.925945512445092,0.587810701438346,0.560556984207037,0.637135573604721,0.853105943854343,0.636851753188148,0.927415781087973,0.457753435588763,0.760937751517064,0.929373242254068,1.01751257250856,1.01745699695926,0.725916902386023,0.788800346283526,0.833174246935866,0.898647410457541
IGFRi,1.10023279580579,1.10622126670426,1.01039793320804,1.10441150025426,1.06366273944084,1.02942766679453,1.02883697445829,1.02818672451444,1.00496726990691,1.01812338580386,0.966830217475193,1.0902724550282,1.03215233922807,0.960568877974047,0.989197822767873,1.10202881583715,1.00818939136669,0.999824915623965,1.00712687231597,1.01872452460396,1.03778274252086,1.18140415703551,1.00450502767976,1.11214373039706,190.192963811466,1.12918918215502,1.04268493319529,1.07108253646635,1.03904286678479,1.03033383722054,1.04673521678916,1.03801105305321,1.02710094524722,1.01846859304818,1.00661546164462,1.11631433371418,1.04265696653935,0.973032827500494,1.0184163291417,0.99805145988562,1.00465421744197,1.01788067655354,1.01481040373896,1.0058522481599,1.04542337850873,1.03861902485794,0.972920922988927,0.989778332818083,0.99672976868571,1.01793726611968
IRSi,1.10562959149561,1.11201006702634,1.023884655403,1.1100282785217,1.02394292189349,1.02234644755113,1.02208372958356,1.03154922440631,1.02934143551062,1.02555863677872,0.973386518035099,1.08934014286546,1.03502245494303,1.05375892521895,1.10355859393093,1.03584131577145,1.07676907443369,1.08817521451214,1.02894217352082,1.03238187314531,1.03948345035399,1.06826400187916,1.00951229383648,1.14983152257729,NaN,1.18140326806661,1.94992646303583,2.00659371901799,1.04158117948664,1.02191937258336,1.04774865366359,1.0192732245855,1.03242722563832,1.02452100886018,1.01541410581323,1.16740861080437,2.0388970058719,0.982548360566523,1.03223203162775,1.45390760656882,1.01428627484863,1.01792280373007,1.06818150074341,1.01499029545579,1.04584460026736,1.046246696977,1.09189250227717,1.0093249513416,1.02413469335003,1.024553228454
Cbli,1.45417256122856,1.42974606893217,68.3572890560654,1.50547369378582,1.25638983923407,1.71493340065774,1.70033681252628,1706.82265982296,1.84578072245143,1.83227172425347,31.2329231936808,1.03425453682602,431008.863236681,20.301493591575,1.37602590728681,27240.0702502143,1.01749135594928,1.37994372540862,1.34149983428425,1.40320101287347,227665.243370925,1.06721371382581,1.11215943003388,1.02715834240572,1.03629096057847,1.02647700054249,1.13616752115044,1.11582338131389,1.04987493455695,1.01896455388962,174.441155500495,1.09578410909989,1.04961496089757,2.45176939569028,1.42318442430796,1.02683368959799,1.13094615262124,397.606696655876,2.55163814139354,1.48722574470576,1.42151528300173,1.02119891267335,2.22098263127963,1.41229741747952,6210.80081223333,63010.1436194129,1.49152501546969,1.20098788466119,1.37386590639981,1.44445364769507
Sosi,1.0263990259796,1.02404951891602,1.01747920120165,1.02648981107324,1.01992683783184,1.21925880685606,1.03751582495803,1.01864383026203,1.01744587479827,1.03380309906679,1.01744694913976,1.01744638817154,1.01744969928282,1.02307958348882,1.02295087911781,1.0180692021502,1.02579970346657,1.01744610135266,1.01743958261946,1.01747270378964,1.01746554773957,1.01744600371519,1.02702270721026,1.01744586855243,2.07770541458162,1.01744594085646,1.0176589672856,1.01745542060697,1.0174470771337,1.01744590605013,1.01744689509113,1.01744597570259,1.01744597909988,1.56977675413293,1.01744873674864,1.01744538011281,1.01747675291839,1.01744930874172,1.19422130012433,1.01744728045671,1.0174456924167,1.01744653033174,1.01744588141865,1.01744637057595,1.01745089422036,1.01744610823301,1.01821556746112,1.01744571530151,1.01800260541114,16.4713928723234
PI3Ki,0.372797345698237,0.319884324308964,0.294228588111892,0.410700143773531,0.253468196051918,0.521426473185989,0.53402583594492,0.820524434327301,0.730252417668689,0.375087270308175,0.402406774227306,0.0708098113121217,0.843420272747137,0.626164476586385,0.387363900564995,0.404431184762919,0.364583724320584,0.316107262926369,0.0543385098641043,0.0435004366036712,0.795777955726368,0.200211905682416,0.965721972413268,0.372118299115166,1.1021760182389,0.358848570109128,0.287416366002019,0.242629491913261,0.072981456254514,0.294832660201394,0.0668748861095568,0.419832245924917,0.246850657465431,0.424047532632757,0.927000062513121,0.372742675932121,0.283702725062206,0.568948779119523,0.462201008837841,0.548239186364741,0.928334527332564,0.315762768224552,0.0604668227837795,0.930365054674778,0.801784126417296,0.826681709244056,0.494428980167234,0.584761894521375,0.584564201800639,0.440800171850253
mTORC1i,1.13755736596327,1.16260050351179,1.19576775652582,1.1437170405494,1.08689718935957,1.14081914473476,1.13800890568403,1.02398393931332,1.01746214785037,1.01795617376694,1.95821015620761,516518.899924838,1.02920823739087,1.19519065948048,1.02005423553501,1.01751596480061,1.18444717386051,1.01751110133938,1.07855133699233,1.02417587849381,1.04536660980461,1.05102860550422,1.03056126218944,1.04454474252263,1.00852660189923,1.05641059494047,1.87321150066354,1.96792713562135,1.04134945983855,27611.5481540396,1.04898110941675,1.05172513495799,1.02967318048941,1.20317703601914,1.02266270946137,1.05764263193288,1.94796207345492,3.64055137443554,1.21248381941518,1.73400119500299,1.01926015866448,1.02756126063523,1.11890187179036,1.02242197931636,1.03207696511122,1.04207709167853,1.02187064477172,5500.63267409308,1.0658225592677,1.26694435983164
GAB2i,1.01744585571184,1.01744585599949,1.01744622165351,1.01744585591642,1.01744587544043,1.01744590091334,1.01744598757622,1.02010210881981,1.01757873673329,1.01744585577541,1.0174458563363,1.01743987408377,1.01833260910145,1.04324833628162,1.01744776890831,1.02699529059597,1.01745432368455,1.01889289215407,1.01121764065188,1.01744579138877,1.01767267294567,1.01744554105662,1.01746110067292,1.01753899669141,1.13764354539191,1.0174461588225,1.01749130770176,1.01744561436415,1.01744585660677,1.01744889481599,1.01744813231327,1.01744588052452,1.01744680560347,1.01744585474455,1.02081101610019,1.01744656597091,1.01744586248233,1.01744765199121,1.01744585564323,1.0174462869222,1.0212064040039,1.01814079070815,1.0176732122451,1.01811119756467,1.04308534759127,1.01747627591673,1.0156305204728,1.03398525376073,1.0174458567903,1.01749682024135
GAB1i,0.54041705692253,0.451806924184812,0.411628090002762,0.596802774623182,0.325582957854776,0.632728572974415,0.653224114082631,1.07218346311058,0.914109688852286,0.386697427597515,0.829007733138659,0.242825297413549,1.20825259507804,0.817542836983474,0.399909668766518,0.669085245034452,0.541361186161892,0.342238456213686,0.0568108121678907,0.0727020076553982,1.10979833277353,0.42430278531767,1.29706081769279,0.417817810704781,3.61587843847927,0.409482142121141,0.333188257477052,0.341970898018574,0.410094340147664,0.457820215784315,0.0756593183656961,0.469480270032541,0.30207047461929,0.525873278181769,1.15377819317385,0.421829487175987,0.334029572668635,1.34778044498636,0.510070667170774,1.02899359536002,1.18393314502887,0.448712456716513,0.0682985166807068,1.1390923614413,1.02950399845034,1.18024671989898,0.617292359771608,0.699930133321361,0.694276178601538,0.450225301678531
S6Ki,1.0179040134215,1.0177666517873,1.02920441101848,1.01784483824149,1.99524850843391,1.53702107915022,1.53157703319393,2.70057056421245,1.01770413952555,1.02359956428597,98.2396897589778,22612.3061945727,2.05300859983809,1.21332429572285,1.21713033455866,1.04336952093753,1.01961347073081,1.01768668883701,1.26336516394304,1.21724034609736,1.0752062915411,1.03192080767422,1.1364494977972,1.1469491561497,1.01015073815301,1.20793505074582,2.20268571841806,2.30317559121828,2.50741931293716,18359.1433690692,1.38027227188259,1.52027793726099,1.24439416334283,1.69959213747253,1.01800305573103,1.21902808125343,2.32360225035447,4231.59451948523,1.45874588958092,2.03589777136227,1.01754209536214,1.28487652960027,1.49993632836165,1.01795958538933,2.4170647235031,2.03120495461087,1.16004233336595,22526.5147936023,1.24559952274212,1.49344707397841
MEKi,3.58783981246245,3.9192174581028,3.25880919843384,3.01320324987121,2.14791247427406,1.54524417039524,1.56630298867966,8.409449571788,1.32363977317557,3.17604042737168,2.60904172402912,2.62620956045565,3.63751520986623,1.35587894616339,1.17761339768746,2.78970213703402,2.32900358359376,1.55572913858602,1.16779374921311,3.0002105110052,4.64684553630668,2.08229162453222,2.66792613546553,1.67470274402641,0.855148564060532,1.68104942944243,1.34290084482754,1.42375592594558,2.13219658660075,3.74274125681931,1.09891832974548,2.41837642429022,3.12298660053482,1.37718316582659,2.54094955750187,1.65275571608217,1.31107433941916,3.55755810617251,1.18916587647534,5.28233302959078,2.62166357879077,1.76933241765057,0.966657067185971,2.51691650796534,2.64336769998773,3.84489456335838,1.42207040473403,1.11276777111141,1.88100399397543,1.15172444166914
ERKi,3.91083401703888,4.24462809121126,3.25970090263273,3.24198567264741,2.15576542327303,2.9083839934091,2.87479085501075,10.2068165868244,4.27831979658684,3.27127518414184,2.62301014100046,2.63805432376556,3.78199878724919,1.35906237275795,1.18950018986988,2.80219331662459,2.38983333089701,1.56206273903792,1.287504417257,3.50575822589955,4.69791584460907,2.08471353763957,2.6926425187684,1.69247742760136,0.82958048040507,1.69835669566318,1.34705370512597,1.42842541192605,2.14928446687994,3.75806422688679,1.10503776664905,2.45149083370849,3.12467529606977,2.21771692197189,2.88638446247495,1.6704452509336,1.31455985262871,3.55837199924008,2.19064825579951,5.76873769811098,2.87509926620192,1.78563493736853,0.975349134173892,2.85417806820198,2.67622657667499,5.15342449512326,1.43288307446779,1.11317893815821,1.90533900682074,2.43183561686905
Rafi,3.58726728608862,3.91919302794344,3.25881678094449,3.01277972235811,2.14791117085227,1.54493547531101,1.56601467900647,8.4048207878492,1.32277858067821,3.17548433182596,2.60906908786565,2.6258989457978,3.63761750020468,1.35591201479976,1.17757266918689,2.78971655855694,2.32897691656315,1.55572749237124,1.16772546846879,3.0001493697579,4.62928030406928,2.08212818387954,2.66789441208797,1.67440422438905,0.828821863769359,1.67992575468275,1.34286021321234,1.42371758547411,2.13151176690691,3.74272918633621,1.09890678594497,2.41827394824928,3.12288960466771,1.37706399121424,2.54019959117266,1.65245345175101,1.31104106226104,3.55755465643903,1.18905412867199,5.2822625360874,2.62147317894731,1.76904186780874,0.966654537762464,2.51624154606485,2.6431623115941,3.84167401504221,1.4220709326434,1.11291737028932,1.88099886370767,1.15168048823677
Shp2i,0.673739868602264,0.573589866707327,0.659486950507355,0.718920116185435,0.518767930447138,1.36863698349657,1.42780788629496,1.54959132220189,0.936249640608209,4.1259432170483,0.616421762833546,0.74038876673263,1.23835794513979,1.08977693774502,0.488703548275928,1.41035343926225,0.559806314936391,0.394339701891013,0.16099518531011,0.0728182862439269,1.36597996205673,4.02923460838744,1.36942353117759,0.41887881788989,10.9181239370364,0.409644523795047,1.13488855044579,1.1763039038329,0.621385972003287,0.72523614259265,1.18908681571697,2.22888348190307,0.996531588456582,0.566100847267044,1.69162679280794,0.42183851722529,1.57286787242516,1.3377459400455,0.558123518424259,NaN,1.81842397972344,NaN,0.0774778869021596,1.67058437052258,1.15669737465347,1.30061923785107,0.584716721718326,0.936015308676902,0.746035977676542,1.38605980467818
FRS2i,4.60706875914192,4.79776861126311,3.25405656493876,4.61809768697179,2.43067755732281,3.47042743094872,3.47962982188358,4.53441598711887,3.37892578112006,4.43519287814885,4.72884708997511,1.05252797904899,2.27920636747663,1.6016381624862,1.58297293626311,2.80876807329759,2.13168156236424,1.97646153209865,1.35713447971985,2.67584103507875,1.93449255399113,1.14585293513545,3.29148695453448,1.1620767650031,0.769399777201129,1.16588440964591,1.2442899822851,1.26752815047453,1.04481656335441,1.11433171575999,1.12202543669873,1.05396117183955,1.01275671828265,4.01267493344421,4.05767344076947,1.16417391214051,1.22762203783511,4.18044583689922,3.5946689473427,6.93675848204801,3.96633621127821,2.07965889230603,1.32584186211649,4.12330065563296,1.60237631139791,2.31191494349002,2.32196026114084,1.32893920573438,1.99226341215026,1.69378250540728
Rasi,0.624863751927303,0.518048409760644,0.736562012915639,0.686296988351549,0.492446331684376,1.36879616681715,1.42796225121263,1.56722830685094,0.938202485115829,4.16301739315767,0.670439642079741,0.762727381366243,1.23882713961206,1.17746377842476,0.476437843399394,1.51168867379026,0.702570564416398,0.395570513688915,0.161549211322389,0.0738647458190189,1.36611481820858,4.03326189393019,1.53452625450462,0.42665988452974,2.16811718804689,0.418324930917247,1.13964497221111,1.18017510998303,0.6484659373518,0.75014378212517,1.16316021513819,2.27720484198973,1.01039397422031,0.524086024789534,1.69124248899203,0.429792331883364,1.57883273146837,1.35858842324179,0.522140743956082,NaN,1.81831036136884,NaN,0.0827166436450701,1.6704817564988,1.15698968278104,1.30205253302567,0.585275547997154,0.936271037931222,0.714295430761296,1.31945994947188
Grb2i,1.60747545988797,1.63346589022799,1.30339130868631,1.62983951379116,2.04883761028179,2.16712683012297,2.16068202737521,1.88917994558012,2.05178090602883,2.60962366332224,1.43518294216673,2.21176778559585,1.57131158654966,1.29000531043636,1.45943125228616,1.6397057112147,1.19233820571072,1.59726598965969,1.33501159230873,1.85811960152553,1.51904047976468,1.86277834996353,1.64333082549046,1.17114484919081,1.98178077089486,1.19818192126939,2.07898637865374,2.17540275268921,2.17312290172531,3.00301522526892,1.05864323450591,7.18871486068915,2.70974434192596,2.75696771023086,2.2321987412418,1.19121198578566,2.1234549830653,1.84803385198567,2.92046099890801,2.60223601695325,2.32149282307235,1.91264318231965,1.93079083393463,2.24098472801446,1.37990839330274,1.56462529761217,1.81061572979106,1.25114858809302,1.59441943897381,1.52729765766424
